post_id,ocr,verdicts,text,lan,fb,tw,ig,full_text,gs
3885,,False information,#السودان_______________اثيوبيا. !!! مشهد آستشهاد ضباط بالقوات آلمسلحة آلسودانية وعدد من آلجنود في كمين نصبه لهم آلجيش الآثيوبي في منطقة عبدالرافع آلمتاخمة لآقليم آلتغراي ربنا يتقبل الشهداء والشفاء العاجل للجرحي .,ara,1,0,0, #السودان_______________اثيوبيا. !!! مشهد آستشهاد ضباط بالقوات آلمسلحة آلسودانية وعدد من آلجنود في كمين نصبه لهم آلجيش الآثيوبي في منطقة عبدالرافع آلمتاخمة لآقليم آلتغراي ربنا يتقبل الشهداء والشفاء العاجل للجرحي .,[174572]
3887,up Jerusalem 2017 101 fb.com/gaiman Por 1 L,,"#القدس_الآن 👈🏼من مسرى رسول الله أهالي القدس نساءا ورجال يدخلون باحات الأقصى بنشيد #طلع_البدرعلينا نصرة لرسول الله#القدس_الآن 👈🏼 From the path of the Messenger of Allah, the people of Jerusalem, women and men enter Al-Aqsa Square with an anthem #The lbdr Badr‘lynạ came out to us to support the Messenger of GodTranslated",ara,1,0,0,"up Jerusalem 2017 101 fb.com/gaiman Por 1 L #القدس_الآن 👈🏼من مسرى رسول الله أهالي القدس نساءا ورجال يدخلون باحات الأقصى بنشيد #طلع_البدرعلينا نصرة لرسول الله#القدس_الآن 👈🏼 From the path of the Messenger of Allah, the people of Jerusalem, women and men enter Al-Aqsa Square with an anthem #The lbdr Badr‘lynạ came out to us to support the Messenger of GodTranslated",[175783]
3888,,False information,#اليابان.. اختراع أشعة تكشف عن مكان العروق لتسهيل عمليات حقن الأبر الطبية,ara,1,0,0, #اليابان.. اختراع أشعة تكشف عن مكان العروق لتسهيل عمليات حقن الأبر الطبية,[166072]
3890,هدی جمال عبدالناصر تقترب من نادي المليار بثروة تقدر بـ ٩٨٠ مليون دولار المصري اليوم [URL],False information,#اوعوا فكركم يروح لبعيد …. #كله من مصروفها والله ….,ara,1,0,0,هدی جمال عبدالناصر تقترب من نادي المليار بثروة تقدر بـ ٩٨٠ مليون دولار المصري اليوم [URL] #اوعوا فكركم يروح لبعيد …. #كله من مصروفها والله ….,[176234]
3891,,False information,#بريطانيا : لأول مرة في أوروبا ، الأذان للصلاة يرفع في وسط ⁧لندن‬⁩ بمكبرات الصوت ويُسمع من خارج المسجد الله اكبر .💙💙,ara,1,0,0, #بريطانيا : لأول مرة في أوروبا ، الأذان للصلاة يرفع في وسط ⁧لندن‬⁩ بمكبرات الصوت ويُسمع من خارج المسجد الله اكبر .💙💙,[173816]
3892,A OH OH OH HỎ CHI OH HO D-Gal خطورة البطاطس L-Rha HO HO- D-Gle Ri السولانين سبب البقع الخضراء وهو مادة سامة الأعراض:الغثيان، الإسهال، الدوخة،الإستفراغ... كمية ضخمة قد تشكل خطرا على الحياة البقع البنفسجية تدل على وجود تركيز عالي للماغنسيوم وهذا يثبت على أنها سامة لا تحاولو قطع ذلك الطرف وأخذ الباقي بل إرموها بأكملها لكونها سامة علوم بسيطة :Fb بالكامل,False information,#بطاطا,ara,1,0,0,A OH OH OH HỎ CHI OH HO D-Gal خطورة البطاطس L-Rha HO HO- D-Gle Ri السولانين سبب البقع الخضراء وهو مادة سامة الأعراض:الغثيان، الإسهال، الدوخة،الإستفراغ... كمية ضخمة قد تشكل خطرا على الحياة البقع البنفسجية تدل على وجود تركيز عالي للماغنسيوم وهذا يثبت على أنها سامة لا تحاولو قطع ذلك الطرف وأخذ الباقي بل إرموها بأكملها لكونها سامة علوم بسيطة :Fb بالكامل #بطاطا,[164514]
3897,,False information,#تونس تنتصر على وباء كورونا ❤🇹🇳 روعة 💗,ara,1,0,0, #تونس تنتصر على وباء كورونا ❤🇹🇳 روعة 💗,[167305]
3900,,False information,"#رصد| أول شاب مصرى يصعد على القمر خلال ساعتين من الان متابعة :إياد صلاح اسماعيل يستعد الشاب المصرى عمرو محمد ""16 "" سنة ابن مدينة الاسكندرية للقيام بأولى رحلاته إلى الفضاء الخارجى من خلال وكالة الفضاء الأمريكية ""ناسا ""، ويسافر عمرو إلى القمر لإجراء تجربة علمية على العناكب. والجدير بالذكر أن عمرو تغلب على 80 منافسا على مستوى العالم فى مجال البحث العلمى على العناكب فى الفضاء وقدم تجربة جديدة مما ساعدة على الفوز بتلك الرحلة لاجراء تجربتة ويعد عمر محمد أول مصرى وعربى يقوم برحلة علمية للفضاء ، وقد قال عمرو :""سأصور القمر وعليه علم مصر"".",ara,1,0,0," #رصد| أول شاب مصرى يصعد على القمر خلال ساعتين من الان متابعة :إياد صلاح اسماعيل يستعد الشاب المصرى عمرو محمد ""16 "" سنة ابن مدينة الاسكندرية للقيام بأولى رحلاته إلى الفضاء الخارجى من خلال وكالة الفضاء الأمريكية ""ناسا ""، ويسافر عمرو إلى القمر لإجراء تجربة علمية على العناكب. والجدير بالذكر أن عمرو تغلب على 80 منافسا على مستوى العالم فى مجال البحث العلمى على العناكب فى الفضاء وقدم تجربة جديدة مما ساعدة على الفوز بتلك الرحلة لاجراء تجربتة ويعد عمر محمد أول مصرى وعربى يقوم برحلة علمية للفضاء ، وقد قال عمرو :""سأصور القمر وعليه علم مصر"".",[172413]
3903,fwww.facebook//EstonboliTourki.com 2-13 2:57:09 AM n Standard Time,,#شاهد #الشرطة_الفرنسية تقوم بنزع #حجاب_فتاة بوحشية... هاكذا تصنع #المخابرات_الفرنسية الارهاب كما يزعمون.. #قاطع_المنتجات_فرنسا #الا_رسول_الله,ara,1,0,0,fwww.facebook//EstonboliTourki.com 2-13 2:57:09 AM n Standard Time #شاهد #الشرطة_الفرنسية تقوم بنزع #حجاب_فتاة بوحشية... هاكذا تصنع #المخابرات_الفرنسية الارهاب كما يزعمون.. #قاطع_المنتجات_فرنسا #الا_رسول_الله,[7715]
3904,,,"#شاهد..كيف تراقص الجنود الروس اثناء ذهابهم الى الحدود مع #اوكرانيا على وقع أنغام اغنية #كاتيوشا،من زمن الحرب العالمية، كاتيوشا""هو تصغير لأسم كاترينا،أحد أكثر أسماء الإناث شيوعاً وانتشارا في #روسيا،التصق الاسم بالسلاح الذي كان يُرعب الألمان حتى اطلقوا عليه تسمية ""سيمفونية ستالين"" [URL]",ara,0,1,0," #شاهد..كيف تراقص الجنود الروس اثناء ذهابهم الى الحدود مع #اوكرانيا على وقع أنغام اغنية #كاتيوشا،من زمن الحرب العالمية، كاتيوشا""هو تصغير لأسم كاترينا،أحد أكثر أسماء الإناث شيوعاً وانتشارا في #روسيا،التصق الاسم بالسلاح الذي كان يُرعب الألمان حتى اطلقوا عليه تسمية ""سيمفونية ستالين"" [URL]",[168943]
3905,,False information.,#عااااااااااجل: لبنان تعلن أنه لن يدخلها مواطن سوري بعد اليوم بدون فيزا ولن يتم التعامل بعد اليوم في الهويات . لبنان تفرض على كل مواطن سوري مغترب يدخل أراضيها بسبب السفر لسوريا دفع مبلغ ٨٠٠ دولار بالاضافة إلى ٥٠ دولار تحاليل كورونا و من ثم يتم ترحيل الشخمص لبلده هذا القرار يخص السوريين في المغترب القادمين لسوريا . لبنان تمنع سفر أي مواطن سوري عن طريقها بداعي الطيران دون دقع مبلغ ١٠٠ دولار أيضا مصدر الخبر ادارة الامن العام لبناني,ara,1,0,0, #عااااااااااجل: لبنان تعلن أنه لن يدخلها مواطن سوري بعد اليوم بدون فيزا ولن يتم التعامل بعد اليوم في الهويات . لبنان تفرض على كل مواطن سوري مغترب يدخل أراضيها بسبب السفر لسوريا دفع مبلغ ٨٠٠ دولار بالاضافة إلى ٥٠ دولار تحاليل كورونا و من ثم يتم ترحيل الشخمص لبلده هذا القرار يخص السوريين في المغترب القادمين لسوريا . لبنان تمنع سفر أي مواطن سوري عن طريقها بداعي الطيران دون دقع مبلغ ١٠٠ دولار أيضا مصدر الخبر ادارة الامن العام لبناني,[173886]
3906,,False information,#عاااااجل الفنان ميلاد يوسف يتعرض للضرب اثر بل هي من مشهد تمثيلي في منطقه المزة الدوله في دمشق 😱💔 #تابعونا #شآم_الآن #التفاصيل #مشاركة_منشور,ara,1,0,0, #عاااااجل الفنان ميلاد يوسف يتعرض للضرب اثر بل هي من مشهد تمثيلي في منطقه المزة الدوله في دمشق 😱💔 #تابعونا #شآم_الآن #التفاصيل #مشاركة_منشور,[175992]
3907,,,#عاااااجل_طرابلس الآن العثور علي فيديو من هاتف احد المرتزقة #السوريين النساء المخطوفة في العاصمة #طرابلس رهائن في سجون المرتزقة #السوريين الله المستعان,ara,1,0,0, #عاااااجل_طرابلس الآن العثور علي فيديو من هاتف احد المرتزقة #السوريين النساء المخطوفة في العاصمة #طرابلس رهائن في سجون المرتزقة #السوريين الله المستعان,[165409]
3908,,False information,#عااااجل منذ قليل وفاة اول حاله الشاب المصري محمد إبراهيم البربري في الصين بمرض فيروز كورونا القاتل كان يدرس في كلية الطب البشري في مدينة ووهان الصينية #انا_لله_وانا_راجعون,ara,1,0,0, #عااااجل منذ قليل وفاة اول حاله الشاب المصري محمد إبراهيم البربري في الصين بمرض فيروز كورونا القاتل كان يدرس في كلية الطب البشري في مدينة ووهان الصينية #انا_لله_وانا_راجعون,[176874]
3909,,Partly false information,#عاجل آخر تصريح لوزير الصحة الصيني فيروس كورونا لا يعيش في جو حرارته اكثر من 22 فهمتوا علاه ربي جعل هذا الشتاء ساخن علما أن القارة الأفريقية هي الوحيدة الذي لم ينتشر فيها هذا الوباء قولو الحمد لله 🤲🏻,ara,1,0,0, #عاجل آخر تصريح لوزير الصحة الصيني فيروس كورونا لا يعيش في جو حرارته اكثر من 22 فهمتوا علاه ربي جعل هذا الشتاء ساخن علما أن القارة الأفريقية هي الوحيدة الذي لم ينتشر فيها هذا الوباء قولو الحمد لله 🤲🏻,[173334]
3910,,False information,#عاجل #سقوط_صروخ_صيني تداول رواد السوشيال ميديا فيديو لسقوط الصاروخ الصيني في الهند . بدون اي مصادر مؤكده🤔,ara,1,0,0, #عاجل #سقوط_صروخ_صيني تداول رواد السوشيال ميديا فيديو لسقوط الصاروخ الصيني في الهند . بدون اي مصادر مؤكده🤔,[173926]
3911,raw 2424 123 NC NEW CHINA,False information.,#عاجل : طيارات حربية و سيارات اسعاف مصرية لنقل المصابين من داخل غزة 🇵🇸🇪🇬 يلا ماركتنج Yalla Marketing,ara,1,0,0,raw 2424 123 NC NEW CHINA #عاجل : طيارات حربية و سيارات اسعاف مصرية لنقل المصابين من داخل غزة 🇵🇸🇪🇬 يلا ماركتنج Yalla Marketing,[168787]
3912,,,#عاجل الشعب التونسي يلقي القبض على جنود أتراك حاولو التسلل إلى ليبيا عبر الحدود التونسية مع ليبيا ويلقنوهم علقه ساخنه,ara,1,0,0, #عاجل الشعب التونسي يلقي القبض على جنود أتراك حاولو التسلل إلى ليبيا عبر الحدود التونسية مع ليبيا ويلقنوهم علقه ساخنه,[7743]
3913,,,#عاجل الصور الاولية للرئيس ترامب داخل ردهة فائقة العناية وهو يرقد تحت التنفس الاصطناعي منذ الصباح ..#Urgent President Trump's initial photos inside the super care lobby laying under artificial breathing since morning..Translated,ara,1,0,0, #عاجل الصور الاولية للرئيس ترامب داخل ردهة فائقة العناية وهو يرقد تحت التنفس الاصطناعي منذ الصباح ..#Urgent President Trump's initial photos inside the super care lobby laying under artificial breathing since morning..Translated,[165221]
3914,,,#عاجل ⭕⭕ خبر سار لجميع السوريين في جميع المحافظات 💕💕 تعلن جمعية سوا الخيرية بالتعاون مع منظمة الهلال الاحمر عن :: توزيع سلة غذائية لكل عائلة وايصالها للبيوت عن طريق البطاقة الذكية حصرا التسجيل عبر بريد الصفحة يرجى ارسال الاسم والعنوان المفصل ورقم الهاتف على بريد الصفحة وسيتم التواصل معكم خلال 10 ايام كحد اقصى #علق_ليصلك_التفاصيل_وأماكن_التوزيع_فورياً⛔ #ملاحظة : ان لم تكن معجبا بالصفحة فلن يستطيع المجيب الآلي إرسال التفاصيل لصندوق رسائلك. #شارك_المنشور_على_ثلاث_مجموعات_لتصل_للجميع🛑🛑🛑 يرجى المشاركة على اوسع تطاق ليصل عمل الخير للجميع وليس لزيادة شهرة الصفحة,ara,1,0,0, #عاجل ⭕⭕ خبر سار لجميع السوريين في جميع المحافظات 💕💕 تعلن جمعية سوا الخيرية بالتعاون مع منظمة الهلال الاحمر عن :: توزيع سلة غذائية لكل عائلة وايصالها للبيوت عن طريق البطاقة الذكية حصرا التسجيل عبر بريد الصفحة يرجى ارسال الاسم والعنوان المفصل ورقم الهاتف على بريد الصفحة وسيتم التواصل معكم خلال 10 ايام كحد اقصى #علق_ليصلك_التفاصيل_وأماكن_التوزيع_فورياً⛔ #ملاحظة : ان لم تكن معجبا بالصفحة فلن يستطيع المجيب الآلي إرسال التفاصيل لصندوق رسائلك. #شارك_المنشور_على_ثلاث_مجموعات_لتصل_للجميع🛑🛑🛑 يرجى المشاركة على اوسع تطاق ليصل عمل الخير للجميع وليس لزيادة شهرة الصفحة,[172376]
3916,,False information,#عاجل__الان الكويت 🇰🇼 سفارتها تغادر بغداد. بريطانيا 󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 سفارتها تغادر بغداد أمريكا 🇺🇸 تنقل سفارتها إلى أربيل ألمانيا 🇩🇪 سفارتها تغادر بغداد السعودية 🇸🇦 انسحاب بعثتها من العراق وغلق مقرها .. الكاظمي يدعو ل إجتماع طارئ .....,ara,1,0,0, #عاجل__الان الكويت 🇰🇼 سفارتها تغادر بغداد. بريطانيا 󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 سفارتها تغادر بغداد أمريكا 🇺🇸 تنقل سفارتها إلى أربيل ألمانيا 🇩🇪 سفارتها تغادر بغداد السعودية 🇸🇦 انسحاب بعثتها من العراق وغلق مقرها .. الكاظمي يدعو ل إجتماع طارئ .....,[163776]
3918,الناصرية الـحـدث عـاجـل ظنهم العلم التركي ... محتجون غاضـبون يحرقون علم تونس في محافظة السماوة 2022/07/24,Altered photo,#عــــاجـــل : بعد ظنهم انهُ العلم التركي ... محتجون غاضبون في السماوة يحرقون علم #تونس,ara,1,0,0,الناصرية الـحـدث عـاجـل ظنهم العلم التركي ... محتجون غاضـبون يحرقون علم تونس في محافظة السماوة 2022/07/24 #عــــاجـــل : بعد ظنهم انهُ العلم التركي ... محتجون غاضبون في السماوة يحرقون علم #تونس,[166539]
3919,,False information,#علمو ابنائكم فنون القتال وليس الرقص في Tiktok #تيك توك #هنا_فلسطين,ara,1,0,0, #علمو ابنائكم فنون القتال وليس الرقص في Tiktok #تيك توك #هنا_فلسطين,[7750]
3920,,False information,#عملية تصفية ربيع مسعود رئيس مافيا تهريب البنزين إلى سوريا في طرابلس داخل صالون الحلاقة*..,ara,1,0,0, #عملية تصفية ربيع مسعود رئيس مافيا تهريب البنزين إلى سوريا في طرابلس داخل صالون الحلاقة*..,[175414]
3921,البومرداسي استمع وغلق عينيك ستشعر و ان قلبك يبكي و الدموع محجورة في عينيك - ل TikTok [USER].mignoun لا تنسو متابعة الحساب أحبابي |,False information,#فتى أَندونيسي مسلم أَرادوا أَنْ يختبرهُ في برنامج أَمريكي شهير للغناء ففاجأَهم…. الحمد لله على نعمة الاسلام وكفى بالله شهيدا.,ara,1,0,0,البومرداسي استمع وغلق عينيك ستشعر و ان قلبك يبكي و الدموع محجورة في عينيك - ل TikTok [USER].mignoun لا تنسو متابعة الحساب أحبابي | #فتى أَندونيسي مسلم أَرادوا أَنْ يختبرهُ في برنامج أَمريكي شهير للغناء ففاجأَهم…. الحمد لله على نعمة الاسلام وكفى بالله شهيدا.,[168884]
3923,,False information,#قبل_أن_نطالب_بالإصلاح_فلنصلح_أنفسنا #منقول جزائريون يتسابقون لنهب بضاعة تاجر تعرض لحادث مرور، ربما أغلبهم يشارك في الحراك، وينادي بأعلى صوته(كليتو لبلاد يالسراقين)،والبعض الآخر يتسابق في المساجد لإحتلال الصفوف الأولى عند الصلاة. في المقاهي، وفي الشوارع لا حديث لهم إلا عن العصابة التي تقبع في سجن الحراش من مسؤولي هذا البلد، وقد يكون البعض منهم لم تتوفر له الفرصة السانحة ليفعل أكثر منهم. أزمة هذا البلد،أزمة تربية وأخلاق، فلا فرق بين مواطن يعمل في مؤسسة يلتحق بها متأخرا لساعة من حين لآخر، وأخر يحتسي قهوة من مواطن ساعده في قضاء حاجة له في يوم ما في إدارته. الجميع مذنب وفاسد. #منقول,ara,1,0,0, #قبل_أن_نطالب_بالإصلاح_فلنصلح_أنفسنا #منقول جزائريون يتسابقون لنهب بضاعة تاجر تعرض لحادث مرور، ربما أغلبهم يشارك في الحراك، وينادي بأعلى صوته(كليتو لبلاد يالسراقين)،والبعض الآخر يتسابق في المساجد لإحتلال الصفوف الأولى عند الصلاة. في المقاهي، وفي الشوارع لا حديث لهم إلا عن العصابة التي تقبع في سجن الحراش من مسؤولي هذا البلد، وقد يكون البعض منهم لم تتوفر له الفرصة السانحة ليفعل أكثر منهم. أزمة هذا البلد،أزمة تربية وأخلاق، فلا فرق بين مواطن يعمل في مؤسسة يلتحق بها متأخرا لساعة من حين لآخر، وأخر يحتسي قهوة من مواطن ساعده في قضاء حاجة له في يوم ما في إدارته. الجميع مذنب وفاسد. #منقول,[167411]
