post_id,ocr,verdicts,text,lan,fb,tw,ig,full_text,gs
308,"68 Kebajikan (De) DIAMBIL OLEH SEORANG PHOTOGRAPHER IRAN. ANAK KECIL INI KEHILANGAN IBUNYA SAAT PERANG, JADI IA MENGAMBAR GAMBAR IBUNYA DENGAN KAPUR DILANTAI.LALU TIDUR DIATAS GAMBAR ITU. KARENA ITU... ""HARGAILAH SEMUA YANG KAMU MILIKI SAAT INI.SEBELUM SEMUANYA DIAMBIL""",False information,,msa,1,0,0,"68 Kebajikan (De) DIAMBIL OLEH SEORANG PHOTOGRAPHER IRAN. ANAK KECIL INI KEHILANGAN IBUNYA SAAT PERANG, JADI IA MENGAMBAR GAMBAR IBUNYA DENGAN KAPUR DILANTAI.LALU TIDUR DIATAS GAMBAR ITU. KARENA ITU... ""HARGAILAH SEMUA YANG KAMU MILIKI SAAT INI.SEBELUM SEMUANYA DIAMBIL"" ","[59452, 59524]"
412,ANIES BASWEDAN RAIH GELAR PAHLAWAN INTERNASIONAL 2021. i HANYA ANIES YG BISA RAIH GELAR PAHLAWAN INTERNASIONAL DISAMBUT HANGAT SETELAH DINOBATKAN PAHLAWAN DUNIA YOUTUBE.COM BERITA TERKINI ~ ANIES LUAR BIASA BARU SAJA DINOBATKAN PAHLAWAN...,False information,,msa,1,0,0,ANIES BASWEDAN RAIH GELAR PAHLAWAN INTERNASIONAL 2021. i HANYA ANIES YG BISA RAIH GELAR PAHLAWAN INTERNASIONAL DISAMBUT HANGAT SETELAH DINOBATKAN PAHLAWAN DUNIA YOUTUBE.COM BERITA TERKINI ~ ANIES LUAR BIASA BARU SAJA DINOBATKAN PAHLAWAN... ,[58837]
441,Akhirnya Putin Mendengar Berita kapal Pertamina Indonesia Di Jarah oleh Denmark INSIDE EDITION NO WAR PERTAMINA POWER INDONESIA FASTHEN PERTAMINA PRIME GREENPEACE,Partly false information,,msa,1,0,0,Akhirnya Putin Mendengar Berita kapal Pertamina Indonesia Di Jarah oleh Denmark INSIDE EDITION NO WAR PERTAMINA POWER INDONESIA FASTHEN PERTAMINA PRIME GREENPEACE ,[110987]
480,"Apa 1 Indonesia sakit tenggorokan, meriang dan demam, pala pusying, badan linu² ?? net mechanics J Tik Tok [USER]",False information,,msa,1,0,0,"Apa 1 Indonesia sakit tenggorokan, meriang dan demam, pala pusying, badan linu² ?? net mechanics J Tik Tok [USER] ",[142617]
682,Cinta Allah Cinta Ra... a BERANDA KIRIMAN ULASAN FOTO TENTANG Cinta Allah Cinta Rasul 2 Nov pukul 02.33. Anak ini di kutuk menjadi domba berkepala anjing karena durhaka kepada orang tuanya. Sempatkaj ketik amin dan share agar kita di jauhkan dari azab seperti ini.,Partly false information,,msa,1,0,0,Cinta Allah Cinta Ra... a BERANDA KIRIMAN ULASAN FOTO TENTANG Cinta Allah Cinta Rasul 2 Nov pukul 02.33. Anak ini di kutuk menjadi domba berkepala anjing karena durhaka kepada orang tuanya. Sempatkaj ketik amin dan share agar kita di jauhkan dari azab seperti ini. ,[25019]
996,"FAKTA [USER].fakta Tahukah anda? Klub sepakbola pertama kali di tayangkan di televisi yaitu pertandingan ""Arsenal vs Everton"" pada tahun 1937",Partly false information,,msa,1,0,0,"FAKTA [USER].fakta Tahukah anda? Klub sepakbola pertama kali di tayangkan di televisi yaitu pertandingan ""Arsenal vs Everton"" pada tahun 1937 ",[101990]
1086,H03:18 9 Kementerian Kesihatan Mal... SENTENC Abu Bakar Kementerian Kesihatan Malaysia Friends 1 hr.m ENTEN Assalamualaikum.. anak saya dan rakannya berkursus di Perak..di mana peserta ada yg positif covid 19.. dah pulang barulah tau..jadi bos nye suruh rujuk ke hospital..pergi hospital.. suruh tunggu kat rumah.. nanti mereka datang..dah 3 hari tak datang anak saya dan Deman dan sakit tekak.. rakannya lagi teruk..dah mula sesak nafas.. saya cubalah bagi minum air rebusan daun neem atau semambu sebagai ikhtiar.. alhamdulillah..ok.. keesokan saya rebuskan untuk rakannya..selang 2 hari alhamdulillah mereka pulih.. tujuan saya untuk kita kongsikan dengan KKM..agar dibuat kajian.. cara rebusan..20helai daun neem rebus dengan 4cawan air.. biarkan sehingga jadi 2cawan....dah sejuk..tapis ..minum sikit 2.. setelah pulih.. stop.. semua dengan izin Allah.. tolonglah sebarkan demi kepentingan negara.. boleh hubungi saya 0177182439 Abu Bakar bin Zainuddin dari batu pahat Johor 12 Ahu Rakar Suka Muhaimim Syah ▸ Group LaWaK KaSi GeMpAk 2 min 0₁ Komen CO H* 95 ... 1:3 Kongsi ... ||| о п,False information,,msa,1,0,0,H03:18 9 Kementerian Kesihatan Mal... SENTENC Abu Bakar Kementerian Kesihatan Malaysia Friends 1 hr.m ENTEN Assalamualaikum.. anak saya dan rakannya berkursus di Perak..di mana peserta ada yg positif covid 19.. dah pulang barulah tau..jadi bos nye suruh rujuk ke hospital..pergi hospital.. suruh tunggu kat rumah.. nanti mereka datang..dah 3 hari tak datang anak saya dan Deman dan sakit tekak.. rakannya lagi teruk..dah mula sesak nafas.. saya cubalah bagi minum air rebusan daun neem atau semambu sebagai ikhtiar.. alhamdulillah..ok.. keesokan saya rebuskan untuk rakannya..selang 2 hari alhamdulillah mereka pulih.. tujuan saya untuk kita kongsikan dengan KKM..agar dibuat kajian.. cara rebusan..20helai daun neem rebus dengan 4cawan air.. biarkan sehingga jadi 2cawan....dah sejuk..tapis ..minum sikit 2.. setelah pulih.. stop.. semua dengan izin Allah.. tolonglah sebarkan demi kepentingan negara.. boleh hubungi saya 0177182439 Abu Bakar bin Zainuddin dari batu pahat Johor 12 Ahu Rakar Suka Muhaimim Syah ▸ Group LaWaK KaSi GeMpAk 2 min 0₁ Komen CO H* 95 ... 1:3 Kongsi ... ||| о п ,[42742]
1161,"IN 10 juta wanita di Rusia menjomblo, pemerintah di sana mewajibkan pria disana memiliki 2 istri atau lebih dan akan di beri tunjangan. TSKI",False information,,msa,1,0,0,"IN 10 juta wanita di Rusia menjomblo, pemerintah di sana mewajibkan pria disana memiliki 2 istri atau lebih dan akan di beri tunjangan. TSKI ",[118598]
1198,Inilah makam nabi Adam.. Yang like n bagikan foto ini semoga besok pagi rezeki berlimpah panjang umur aamiin.. No makam Nabi Adam AS. (r).,False information,,msa,1,0,0,Inilah makam nabi Adam.. Yang like n bagikan foto ini semoga besok pagi rezeki berlimpah panjang umur aamiin.. No makam Nabi Adam AS. (r). ,[59210]
1228,"Jakarta, 22 Agustus 2021 No. 1119/023030/2021-83 Perihal: Edaran Yang terhormat, Seluruh Pengecer PENGUMUMAN PERTAMINA MULAI TANGGAL 22 AGUSTUS 2021 SEMUA SPBU TIDAK MELAYANI PENGISIAN PERTALITE UNTUK 2 TAK F Paje T-22131424-3 FARET",False information,,msa,1,0,0,"Jakarta, 22 Agustus 2021 No. 1119/023030/2021-83 Perihal: Edaran Yang terhormat, Seluruh Pengecer PENGUMUMAN PERTAMINA MULAI TANGGAL 22 AGUSTUS 2021 SEMUA SPBU TIDAK MELAYANI PENGISIAN PERTALITE UNTUK 2 TAK F Paje T-22131424-3 FARET ",[101404]
1242,"Jika dalam 2 minggu ke depan rakyat Amerika yg melanggar PSBB tidak jadi mayat yg berserakan di jalanan, maka saya yakin bahwa Ketakutan akan Corona itu cuma penipuan yg diciptakan WHO dan di Support oleh Media Massa. CABRA 1985 MERA LIKE To",Partly false information,,msa,1,0,0,"Jika dalam 2 minggu ke depan rakyat Amerika yg melanggar PSBB tidak jadi mayat yg berserakan di jalanan, maka saya yakin bahwa Ketakutan akan Corona itu cuma penipuan yg diciptakan WHO dan di Support oleh Media Massa. CABRA 1985 MERA LIKE To ",[59768]
1263,June CK Meng VII Just now done dos 1.... done dos 2.... aik.... baju y sama... tempat y sama.... frontliner y sama.... placard je yg lain LINDUNG P LIND SAYA TELAH DIVAKSIN LING NG LINE G COVID-19 CE LUNG DIRI. NG SEA. KFORCE SAYA SUDAH LENGKAP 2 DOS,False information,,msa,1,0,0,June CK Meng VII Just now done dos 1.... done dos 2.... aik.... baju y sama... tempat y sama.... frontliner y sama.... placard je yg lain LINDUNG P LIND SAYA TELAH DIVAKSIN LING NG LINE G COVID-19 CE LUNG DIRI. NG SEA. KFORCE SAYA SUDAH LENGKAP 2 DOS ,[59764]
1269,"K 22.53 apex EP OUT OF EACH OF CHILDREN +62 Hari ini 20.58 P-500 cted from light and mod products 823-9513-... mu dalye 4000 um doing anal 4 hours P-500 Tablets 500 P-500 PARACETAMOL TABLETS IP BATCH NO.PFT6160S MEG DATE AUG.2016 PERINGATAN URGENT! Hati-hati untuk tidak menggunakan parasetamol yang datang ditulis P/500. Ini adalah parasetamol baru, sangat putih dan mengkilap, mengandung ""Machupo"" virus, dianggap salah satu virus yang paling berbahaya di dunia. Dan dengan tingkat kematian yang tinggi. Silakan berbagi pesan ini, untuk semua orang dan keluarga. Dan menyelamatkan hidup dari mereka... 16",False information,,msa,1,0,0,"K 22.53 apex EP OUT OF EACH OF CHILDREN +62 Hari ini 20.58 P-500 cted from light and mod products 823-9513-... mu dalye 4000 um doing anal 4 hours P-500 Tablets 500 P-500 PARACETAMOL TABLETS IP BATCH NO.PFT6160S MEG DATE AUG.2016 PERINGATAN URGENT! Hati-hati untuk tidak menggunakan parasetamol yang datang ditulis P/500. Ini adalah parasetamol baru, sangat putih dan mengkilap, mengandung ""Machupo"" virus, dianggap salah satu virus yang paling berbahaya di dunia. Dan dengan tingkat kematian yang tinggi. Silakan berbagi pesan ini, untuk semua orang dan keluarga. Dan menyelamatkan hidup dari mereka... 16 ",[123673]
1288,Kejadian di Cileungsi - Jawa Barat: muncul Halte yang 'nge-tren' bentuknya adalah seperti kata pak' LP'. Maka perlahan-lahan simbol ini di benarkan untuk TREN KEBANGKITAN KOMUNIS NEO-PKI. WASPADALAH...!!!,False information,,msa,1,0,0,Kejadian di Cileungsi - Jawa Barat: muncul Halte yang 'nge-tren' bentuknya adalah seperti kata pak' LP'. Maka perlahan-lahan simbol ini di benarkan untuk TREN KEBANGKITAN KOMUNIS NEO-PKI. WASPADALAH...!!! ,[64798]
1649,"PERINGATAN URGENT! Hati-hati untuk tidak menggunakan parasetamol yang datang ditulis P/500. Ini adalah parasetamol baru, sangat Outih dan mengkilap, mengandung ""Machupo"" virus, dianggap salah satu virus yang paling berbahaya di dunia. Dan dengan tingkat Kematian yang tinggi. Silakan berbagi pesan ini, untuk semua orang dan keluarga. Dan menyelamatkan hidup dari mereka saya sudah melakukan bagian saya, sekarang giliran Anda V P-500 P-500 PARACETAMOL TABLETS IP P-500 Tablets 500 Compo Each unted tablet contains: Parscelamol IP 500 mg Ant Antoystic Dosage: 1-2 Minimum dos e hours very hours vat doing de 2000 mg Paracetam Should not be used in other FR 500 containing products Store protected from light and moisture per ding 30°C. CH OF CHILDREN KEP OUT OF My Un Pad F10 F11 F12 DATE JUL TABLETS BATCH NO.PFT6160S FG DATE.AUG.2016 SC X SortK NCLUSIVE OF ALL TAXES Pause Inser",False information,,msa,1,0,0,"PERINGATAN URGENT! Hati-hati untuk tidak menggunakan parasetamol yang datang ditulis P/500. Ini adalah parasetamol baru, sangat Outih dan mengkilap, mengandung ""Machupo"" virus, dianggap salah satu virus yang paling berbahaya di dunia. Dan dengan tingkat Kematian yang tinggi. Silakan berbagi pesan ini, untuk semua orang dan keluarga. Dan menyelamatkan hidup dari mereka saya sudah melakukan bagian saya, sekarang giliran Anda V P-500 P-500 PARACETAMOL TABLETS IP P-500 Tablets 500 Compo Each unted tablet contains: Parscelamol IP 500 mg Ant Antoystic Dosage: 1-2 Minimum dos e hours very hours vat doing de 2000 mg Paracetam Should not be used in other FR 500 containing products Store protected from light and moisture per ding 30°C. CH OF CHILDREN KEP OUT OF My Un Pad F10 F11 F12 DATE JUL TABLETS BATCH NO.PFT6160S FG DATE.AUG.2016 SC X SortK NCLUSIVE OF ALL TAXES Pause Inser ",[123673]
1804,"Regular Breastmilk Lansino COVID-19 POSITIVE Breastmilk Lansinoh HER'S MILK 4 ww05:6 INDO ZONE MOTHER'S ALK 772 Lansingh Cavid + (photo/Instagram/ashmiry/Facebook/Anna Cortez) #KAMUHARUSTAU MEMBAHAS SEGALA HAL DARI SELURUH DUNIA ""Positif Covid-19, ASI Wanita Ini Berubah Warna jadi Hijau Neon"" - Tenang saja. Hal ini tidak berbahaya sama sekali & justru menunjukkan keajaiban ASI menurut para pakar. Ibu yang positif Covid-19 memang menghasilkan antibodi Covid-19 di dalam ASI untuk melindungi bayi.",Partly false information,,msa,1,0,0,"Regular Breastmilk Lansino COVID-19 POSITIVE Breastmilk Lansinoh HER'S MILK 4 ww05:6 INDO ZONE MOTHER'S ALK 772 Lansingh Cavid + (photo/Instagram/ashmiry/Facebook/Anna Cortez) #KAMUHARUSTAU MEMBAHAS SEGALA HAL DARI SELURUH DUNIA ""Positif Covid-19, ASI Wanita Ini Berubah Warna jadi Hijau Neon"" - Tenang saja. Hal ini tidak berbahaya sama sekali & justru menunjukkan keajaiban ASI menurut para pakar. Ibu yang positif Covid-19 memang menghasilkan antibodi Covid-19 di dalam ASI untuk melindungi bayi. ",[148875]
1837,SEF xxgram of SOCIETY SCIENCE & OURLIC YOUYON PATRO DOLLY SEORANG SISWI MENCIPTAKAN POLA DIET UNTUK ORANG MALAS. TURUN 34 KG PERMANEN.,,,msa,0,0,1,SEF xxgram of SOCIETY SCIENCE & OURLIC YOUYON PATRO DOLLY SEORANG SISWI MENCIPTAKAN POLA DIET UNTUK ORANG MALAS. TURUN 34 KG PERMANEN. ,[59457]
2108,Tribunnews UPDATE SERANGAN BESAR DI LAUT HITAM,False information,,msa,1,0,0,Tribunnews UPDATE SERANGAN BESAR DI LAUT HITAM ,[140749]
2128,UPDATE DUNIA OUpdatedunia UPDATEDUNIA Paus Biru Mengeluarkan 40 Galon Sperma Saat Ejakulasi Dan Hanya 5% - 10% Yang Masuk Kedalam Momon Paus Betina. Jadi Kalian Tau kan Kenapa Air Laut Rasanya Asiiiin.,False information,,msa,1,0,0,UPDATE DUNIA OUpdatedunia UPDATEDUNIA Paus Biru Mengeluarkan 40 Galon Sperma Saat Ejakulasi Dan Hanya 5% - 10% Yang Masuk Kedalam Momon Paus Betina. Jadi Kalian Tau kan Kenapa Air Laut Rasanya Asiiiin. ,[22188]
2278,"XL 3G 3:58 AM Q Search Yesterday at 7:05 AM Orang ini telah meludahi al-quran, merobek al-quran, dan mengencingi al-quran.... inilah azab dari allah swt.... News Feed Tolong bagikan, jangan sampai berhenti di posting anda, biar orang yang suka menghina al-quran tau. Kalau azab allah swt nyata.. s Requests Messenger 82% Charn Notifications More",False information,,msa,1,0,0,"XL 3G 3:58 AM Q Search Yesterday at 7:05 AM Orang ini telah meludahi al-quran, merobek al-quran, dan mengencingi al-quran.... inilah azab dari allah swt.... News Feed Tolong bagikan, jangan sampai berhenti di posting anda, biar orang yang suka menghina al-quran tau. Kalau azab allah swt nyata.. s Requests Messenger 82% Charn Notifications More ","[83101, 98517]"
2316,"btd Beritandunia Penemuan hewan baru bermata 4 di South Sudan, menjadi salah satu keindahan di Afrika.",False information,,msa,1,0,0,"btd Beritandunia Penemuan hewan baru bermata 4 di South Sudan, menjadi salah satu keindahan di Afrika. ",[65562]
2328,"d 20.36 Gambar karikatur di media prancis, tentang pilpres indonesia 2019 yang menelan korban jiwa kpps 700 orang.. 20.38",,,msa,1,0,0,"d 20.36 Gambar karikatur di media prancis, tentang pilpres indonesia 2019 yang menelan korban jiwa kpps 700 orang.. 20.38 ",[77291]
2438,"[URL] VINFO DUNIA Tahukah Kamu, Klub Sepak Bola Pertama Kali Ditayangkan di Televisi Yaitu Pertandingan 'Arsenal' Melawan 'Everton', Pada Tahun 1937.",False information,,msa,1,0,0,"[URL] VINFO DUNIA Tahukah Kamu, Klub Sepak Bola Pertama Kali Ditayangkan di Televisi Yaitu Pertandingan 'Arsenal' Melawan 'Everton', Pada Tahun 1937. ",[101990]
2756,"Viral! Mahasiswi ini meraih penghargaan tertinggi atas penemuan formula putih alami seluruh tubuh dalam seminggu tanpa suntik putih dan alat kecantikan By Tatik Ariyani, Kamis, 4 Febuari 2021 | 16:30 WIB f 8+ in P WISH",,""" Bayangkan jika itu adalah kamu, miliki kulit putih, sehat dan cerah, bebas dari jerawat & bekasnya, bekas luka, beruntusan dan lainnya 😜 ""Setiap orang pasti mendambakan kulit yang putih, sehat mulus dan glowing🤭Pernah Gak Sih???.Ngerasa Insecure karena mukanya jerawatan, kusam, beruntusan, dan lain sebagainya?😢.MAU MILIKI KULIT PUTIH CERAH ALAMI TANPA SUNTIK ??Cobain langsung produknya di [USER].original.Gak perlu nunggu waktu lamaKulit langsung putih dalam waktu 7-10 hariBisa digunakan untuk usia 14tahun ke atasJangan takut gagal coba aja dulu(Recomended dan di pakai pakai oleh para artis)Hasilnya permanen 100% terjamin kualitas dari produk kami.Aman untuk bumil, busui, dan priaLangsung kepoin Instagram👇👇👇👇👇👇@[EMAIL][USER].originalBIG PROMO BUY ONE GET ONE 🎁⤵️Info order, silahkan⬇️⬇️📞 Wa : +6289661119756✨ IG : [USER].original",msa,0,0,1,"Viral! Mahasiswi ini meraih penghargaan tertinggi atas penemuan formula putih alami seluruh tubuh dalam seminggu tanpa suntik putih dan alat kecantikan By Tatik Ariyani, Kamis, 4 Febuari 2021 | 16:30 WIB f 8+ in P WISH "" Bayangkan jika itu adalah kamu, miliki kulit putih, sehat dan cerah, bebas dari jerawat & bekasnya, bekas luka, beruntusan dan lainnya 😜 ""Setiap orang pasti mendambakan kulit yang putih, sehat mulus dan glowing🤭Pernah Gak Sih???.Ngerasa Insecure karena mukanya jerawatan, kusam, beruntusan, dan lain sebagainya?😢.MAU MILIKI KULIT PUTIH CERAH ALAMI TANPA SUNTIK ??Cobain langsung produknya di [USER].original.Gak perlu nunggu waktu lamaKulit langsung putih dalam waktu 7-10 hariBisa digunakan untuk usia 14tahun ke atasJangan takut gagal coba aja dulu(Recomended dan di pakai pakai oleh para artis)Hasilnya permanen 100% terjamin kualitas dari produk kami.Aman untuk bumil, busui, dan priaLangsung kepoin Instagram👇👇👇👇👇👇@[EMAIL][USER].originalBIG PROMO BUY ONE GET ONE 🎁⤵️Info order, silahkan⬇️⬇️📞 Wa : +6289661119756✨ IG : [USER].original",[59420]
