fact_check_id,claim,instances,title,full_text
854,"""Bahan vaksin dari darah babi, ...""",['https://cekfakta.com/focus/311#bf66ffeb014db5b4e8d1a41b6670e39a'],"[HOAKS] ""Bahan vaksin dari darah babi, ...""","[hoaks] ""bahan vaksin dari darah babi, ..."" ""bahan vaksin dari darah babi, ..."""
861,"""Bangga jadi PKI, ngaku paling NKRI""",['https://cekfakta.com/focus/220#375cc65cd064da4294b5fa84ecf335f6'],"[DISINFORMASI] ""Bangga jadi PKI, ngaku paling NKRI""","[disinformasi] ""bangga jadi pki, ngaku paling nkri"" ""bangga jadi pki, ngaku paling nkri"""
863,"""Banser-PDIP Berdamai""",['https://cekfakta.com/focus/178#f4418b68f87659238b1ec0b6cc90e9cd'],"[KLARIFIKASI] ""Banser-PDIP Berdamai""","[klarifikasi] ""banser-pdip berdamai"" ""banser-pdip berdamai"""
911,"""Berita Mengerikan Akhirnya Dibuka Untuk Publik""",['https://cekfakta.com/focus/189#10e807ecca26b8a1a7c7e9f416f1c46b'],"[DISINFORMASI] ""Berita Mengerikan Akhirnya Dibuka Untuk Publik""","[disinformasi] ""berita mengerikan akhirnya dibuka untuk publik"" ""berita mengerikan akhirnya dibuka untuk publik"""
917,"""Betapa malang bangsa ini dikelola para bandit""",['https://cekfakta.com/focus/266#6f4dc5c09c6bfbebffe29b51a7bd4af3'],"[DISINFORMASI] ""Betapa malang bangsa ini dikelola para bandit""","[disinformasi] ""betapa malang bangsa ini dikelola para bandit"" ""betapa malang bangsa ini dikelola para bandit"""
985,"""Bisa Terbang dan Stoppie, Jokowi Ternyata Pakai Pemeran Pengganti, Ini Dia Sosoknya""",['https://cekfakta.com/focus/359#d11ec7b940d3f2e04b45cda2518fbac1'],"[BERITA] ""Bisa Terbang dan Stoppie, Jokowi Ternyata Pakai Pemeran Pengganti, Ini Dia Sosoknya""","[berita] ""bisa terbang dan stoppie, jokowi ternyata pakai pemeran pengganti, ini dia sosoknya"" ""bisa terbang dan stoppie, jokowi ternyata pakai pemeran pengganti, ini dia sosoknya"""
1024,"""Bonus Rp 12 Miliar buat team ""Garuda"" dikejuaraan AFF 2020""",['https://cekfakta.com/focus/8898#ae54e4bcf0ddeebb7b5bf839a07de4dc'],"[SALAH] ""Bonus Rp 12 Miliar buat team ""Garuda"" dikejuaraan AFF 2020""","[salah] ""bonus rp 12 miliar buat team ""garuda"" dikejuaraan aff 2020"" ""bonus rp 12 miliar buat team ""garuda"" dikejuaraan aff 2020"""
1057,"""Bu Mega aja setuju PKI bangkit masak kalian enggak?""",['https://cekfakta.com/focus/334#c450e77e3eee891d9d134584c76f33b6'],"[DISINFORMASI] ""Bu Mega aja setuju PKI bangkit masak kalian enggak?""","[disinformasi] ""bu mega aja setuju pki bangkit masak kalian enggak?"" ""bu mega aja setuju pki bangkit masak kalian enggak?"""
1060,"""Bukan Hoax, FPI Ikut Buka Bersama di Masjidilaqsa""",['https://cekfakta.com/focus/134#da3e4e3beb2f9de5315e38b40f75462b'],"[KLARIFIKASI] ""Bukan Hoax, FPI Ikut Buka Bersama di Masjidilaqsa""","[klarifikasi] ""bukan hoax, fpi ikut buka bersama di masjidilaqsa"" ""bukan hoax, fpi ikut buka bersama di masjidilaqsa"""
1061,"""Bukan disebabkan vaksin, siswa MI di Palembang tewas karena radang otak""",['https://cekfakta.com/focus/326#d2e53d80c0cc7a4be214db57a8ca01c7'],"[BENAR] ""Bukan disebabkan vaksin, siswa MI di Palembang tewas karena radang otak""","[benar] ""bukan disebabkan vaksin, siswa mi di palembang tewas karena radang otak"" ""bukan disebabkan vaksin, siswa mi di palembang tewas karena radang otak"""
1096,"""CARA PENYELAMATAN DIRI SAAT BERADA DIDALAM LIFT APABILA LIFT TERJUN TAK TERKENDALI""",['https://cekfakta.com/focus/342#4dfa04a9cb74e3782a3d551b82ff8b23'],"[DISINFORMASI] ""CARA PENYELAMATAN DIRI SAAT BERADA DIDALAM LIFT APABILA LIFT TERJUN TAK TERKENDALI""","[disinformasi] ""cara penyelamatan diri saat berada didalam lift apabila lift terjun tak terkendali"" ""cara penyelamatan diri saat berada didalam lift apabila lift terjun tak terkendali"""
1133,"""Cacing Helicobacter"" dalam pisang dari Somalia",['https://semakanfakta.afp.com/http%253A%252F%252Fdoc.afp.com%252F9T63D3-1#7e4247baf17dae57f71878bef569adfe'],Video dikongsikan di catatan tak benar tentang pisang yang 'dijangkiti cacing Helicobacter',"video dikongsikan di catatan tak benar tentang pisang yang 'dijangkiti cacing helicobacter' ""cacing helicobacter"" dalam pisang dari somalia"
1256,"""Coach Indra Sjafri: Saya Pernah 1 Tahun Tak Digaji, tapi Ikhlas""",['https://cekfakta.com/focus/261#60fd4902bf357ac9dfed21ca2489878a'],"[KLARIFIKASI] ""Coach Indra Sjafri: Saya Pernah 1 Tahun Tak Digaji, tapi Ikhlas""","[klarifikasi] ""coach indra sjafri: saya pernah 1 tahun tak digaji, tapi ikhlas"" ""coach indra sjafri: saya pernah 1 tahun tak digaji, tapi ikhlas"""
1364,"""Cut Pat Kai telah lahir""",['https://cekfakta.com/focus/291#29c6d7c8a1d5ed0a7c2cf7bbfae9935e'],"[DISINFORMASI] ""Cut Pat Kai telah lahir""","[disinformasi] ""cut pat kai telah lahir"" ""cut pat kai telah lahir"""
1405,"""Demo Tolak TKA CINA di Solok Diawali Dengan Pembakaran Perahu Warga Oleh Aparat""",['https://cekfakta.com/focus/161#fad8a62026f11048ec034c584ec0f6cb'],"[DISINFORMASI] ""Demo Tolak TKA CINA di Solok Diawali Dengan Pembakaran Perahu Warga Oleh Aparat""","[disinformasi] ""demo tolak tka cina di solok diawali dengan pembakaran perahu warga oleh aparat"" ""demo tolak tka cina di solok diawali dengan pembakaran perahu warga oleh aparat"""
1461,"""Di Hari Raya Ini Kami Ucapkan Kepada Pemilik Wajah di Bawah Ini""",['https://cekfakta.com/focus/157#bf74516640d5a9ed46d4436c4e767c21'],"[DISINFORMASI] ""Di Hari Raya Ini Kami Ucapkan Kepada Pemilik Wajah di Bawah Ini""","[disinformasi] ""di hari raya ini kami ucapkan kepada pemilik wajah di bawah ini"" ""di hari raya ini kami ucapkan kepada pemilik wajah di bawah ini"""
1478,"""Dinkes Pamekasan: Kasus Santri Kadur Efek ORI Difteri""",['https://cekfakta.com/focus/307#9cefa63487b3af0d7414fa718b13e9ca'],"[BENAR] ""Dinkes Pamekasan: Kasus Santri Kadur Efek ORI Difteri""","[benar] ""dinkes pamekasan: kasus santri kadur efek ori difteri"" ""dinkes pamekasan: kasus santri kadur efek ori difteri"""
1498,"""Doktor yang jadi Pemulung Sampah ini, Ternyata Adiknya Pramodya Ananta Toer""",['https://cekfakta.com/focus/221#06fd4f656c6190957e8e122ff4c20452'],"[KLARIFIKASI] ""Doktor yang jadi Pemulung Sampah ini, Ternyata Adiknya Pramodya Ananta Toer""","[klarifikasi] ""doktor yang jadi pemulung sampah ini, ternyata adiknya pramodya ananta toer"" ""doktor yang jadi pemulung sampah ini, ternyata adiknya pramodya ananta toer"""
1536,"""Dukung UAS Jadi Ketum PBNU""",['https://cekfakta.com/focus/163#b279a543c7f73d478e5c41354254770e'],"[HOAKS] ""Dukung UAS Jadi Ketum PBNU""","[hoaks] ""dukung uas jadi ketum pbnu"" ""dukung uas jadi ketum pbnu"""
1860,"""FAKTA dana kampanye Jokowi""",['https://cekfakta.com/focus/351#3621b37ed98935f7530d2db05670a766'],"[HOAKS] ""FAKTA dana kampanye Jokowi""","[hoaks] ""fakta dana kampanye jokowi"" ""fakta dana kampanye jokowi"""
2002,"""Foto Marcela Zalianty Bersama Sandiaga Uno""",['https://cekfakta.com/focus/335#67e06345ceb7129cda209fef3600967f'],"[DISINFORMASI] ""Foto Marcela Zalianty Bersama Sandiaga Uno""","[disinformasi] ""foto marcela zalianty bersama sandiaga uno"" ""foto marcela zalianty bersama sandiaga uno"""
2003,"""Foto wanita Iran yang menonton Piala Dunia tanpa hijab menjadi viral""",['https://cekfakta.com/focus/173#b2403ed300fccca87a2280d03231ed5e'],"[KLARIFIKASI] ""Foto wanita Iran yang menonton Piala Dunia tanpa hijab menjadi viral""","[klarifikasi] ""foto wanita iran yang menonton piala dunia tanpa hijab menjadi viral"" ""foto wanita iran yang menonton piala dunia tanpa hijab menjadi viral"""
2058,"""Gedung Kementrian Pun Akan Dijual""",['https://cekfakta.com/focus/95#0290c899c77daf63949e82d01df02013'],"[DISINFORMASI] ""Gedung Kementrian Pun Akan Dijual""","[disinformasi] ""gedung kementrian pun akan dijual"" ""gedung kementrian pun akan dijual"""
2144,"""Hanya dengan Goodbener Anies-Sandi dibuat Jakarta jadi super keren""",['https://cekfakta.com/focus/295#163dedd59e8377ff9083c8c5efc357fe'],"[DISINFORMASI] ""Hanya dengan Goodbener Anies-Sandi dibuat Jakarta jadi super keren""","[disinformasi] ""hanya dengan goodbener anies-sandi dibuat jakarta jadi super keren"" ""hanya dengan goodbener anies-sandi dibuat jakarta jadi super keren"""
2152,"""Hati-hati mengonsumsi beberapa bagian ayam ini""",['https://cekfakta.com/focus/281#2199717f68ada5c16eb52677a1c8bd2f'],"[HOAKS] ""Hati-hati mengonsumsi beberapa bagian ayam ini""","[hoaks] ""hati-hati mengonsumsi beberapa bagian ayam ini"" ""hati-hati mengonsumsi beberapa bagian ayam ini"""
2171,"""Hebatnya Kepolisian Malaysia""",['https://cekfakta.com/focus/96#241d7ac7bb7e9ba6225e06027e244b64'],"[DISINFORMASI] ""Hebatnya Kepolisian Malaysia""","[disinformasi] ""hebatnya kepolisian malaysia"" ""hebatnya kepolisian malaysia"""
2218,"""Himbauan Ulama, Habaib, Kiyai, Pimpinan Pondok Pesantren Seluruh Indonesia Untuk Tidak Memilih Jokowi Presiden 2019""",['https://cekfakta.com/focus/166#53cfb4304fe3d63ee9f98d8fae87ff8d'],"[DISINFORMASI] ""Himbauan Ulama, Habaib, Kiyai, Pimpinan Pondok Pesantren Seluruh Indonesia Untuk Tidak Memilih Jokowi Presiden 2019""","[disinformasi] ""himbauan ulama, habaib, kiyai, pimpinan pondok pesantren seluruh indonesia untuk tidak memilih jokowi presiden 2019"" ""himbauan ulama, habaib, kiyai, pimpinan pondok pesantren seluruh indonesia untuk tidak memilih jokowi presiden 2019"""
2833,"""Indonesia Baru Mengetahuinya"" (kasus Wilfrida Soik)",['https://cekfakta.com/focus/349#e3fd2f53ffceb872cd8f93037cdb8480'],"[DISINFORMASI] ""Indonesia Baru Mengetahuinya"" (kasus Wilfrida Soik)","[disinformasi] ""indonesia baru mengetahuinya"" (kasus wilfrida soik) ""indonesia baru mengetahuinya"" (kasus wilfrida soik)"
2834,"""Indonesia ku sayang, Indonesia ku malang""",['https://cekfakta.com/focus/196#2ecc239277ba990c1bcc015c7cf5c45e'],"[DISINFORMASI] ""Indonesia ku sayang, Indonesia ku malang""","[disinformasi] ""indonesia ku sayang, indonesia ku malang"" ""indonesia ku sayang, indonesia ku malang"""
2843,"""Ini Wajah Hacker Perusak Server KPUD Jabar""",['https://cekfakta.com/focus/190#5b965881f50ae22cd6cf1331cc92c6eb'],"[HOAKS] ""Ini Wajah Hacker Perusak Server KPUD Jabar""","[hoaks] ""ini wajah hacker perusak server kpud jabar"" ""ini wajah hacker perusak server kpud jabar"""
2844,"""Ini bukan makar? Terjadilah yang disampaiken kemarin""",['https://cekfakta.com/focus/303#e5eb6aa1f57ca67d97fd22a6c6112304'],"[DISINFORMASI] ""Ini bukan makar? Terjadilah yang disampaiken kemarin""","[disinformasi] ""ini bukan makar? terjadilah yang disampaiken kemarin"" ""ini bukan makar? terjadilah yang disampaiken kemarin"""
3044,"""Jepang Adalah Negara Pertama yang Dikunjungi Mahathir""",['https://cekfakta.com/focus/195#487a611970e31707a82ee1e87cb39708'],"[DISINFORMASI] ""Jepang Adalah Negara Pertama yang Dikunjungi Mahathir""","[disinformasi] ""jepang adalah negara pertama yang dikunjungi mahathir"" ""jepang adalah negara pertama yang dikunjungi mahathir"""
3103,"""Jokowi Jarang Menggunakan Busana Jawa Karena Kuno dan Gak Pede”",['https://cekfakta.com/focus/4474#87394b53f4b8d9c099f7f5b2d0e5c94b'],"[SALAH] ""Jokowi Jarang Menggunakan Busana Jawa Karena Kuno dan Gak Pede”","[salah] ""jokowi jarang menggunakan busana jawa karena kuno dan gak pede” ""jokowi jarang menggunakan busana jawa karena kuno dan gak pede”"
3148,"""Kabar Terkini, India di Landa Badai Tornado""",['https://cekfakta.com/focus/3633#9832863e28d20f101c5ca9855883670f'],"[SALAH] ""Kabar Terkini, India di Landa Badai Tornado""","[salah] ""kabar terkini, india di landa badai tornado"" ""kabar terkini, india di landa badai tornado"""
3150,"""Kali Ciliwung Gubernur sebelumnya ngapain aja?!""",['https://cekfakta.com/focus/324#a2bd8628ce8f0b39b88ed6c855165f4a'],"[DISINFORMASI] ""Kali Ciliwung Gubernur sebelumnya ngapain aja?!""","[disinformasi] ""kali ciliwung gubernur sebelumnya ngapain aja?!"" ""kali ciliwung gubernur sebelumnya ngapain aja?!"""
3151,"""Kali itu sudah item sejak tahun-tahun lalu. Jika yang mengelola Jakarta dulu memperhatikan ini, kita enggak punya warisan Kali Item""",['https://cekfakta.tempo.co/fakta/47/fakta-atau-hoax-benarkah-kali-item-dan-kali-sentiong-berwarna-hijau-dan-jernih-di-era-gubernur-basuki-purnama-atau-ahok#5ee5740ca5a6c5dd7ac867e159a6fb24'],[Fakta atau Hoax] Benarkah Kali Item dan Kali Sentiong Berwarna Hijau dan Jernih di Era Gubernur Basuki Purnama atau Ahok? - Cek Fakta Tempo.co,"[fakta atau hoax] benarkah kali item dan kali sentiong berwarna hijau dan jernih di era gubernur basuki purnama atau ahok? - cek fakta tempo.co ""kali itu sudah item sejak tahun-tahun lalu. jika yang mengelola jakarta dulu memperhatikan ini, kita enggak punya warisan kali item"""
3152,"""Kalimantan Barat Memanas""",['https://cekfakta.com/focus/194#0f4aed2747f8e32bae693b9fce6457f6'],"[DISINFORMASI] ""Kalimantan Barat Memanas""","[disinformasi] ""kalimantan barat memanas"" ""kalimantan barat memanas"""
3164,"""Kebersamaan Pemimpin Depok dengan Robot Prabowo – Jokowi (Wowi)""",['https://cekfakta.com/focus/69#b387264a00dfdc3644b0545ffdb3f5d6'],"[DISINFORMASI] ""Kebersamaan Pemimpin Depok dengan Robot Prabowo – Jokowi (Wowi)""","[disinformasi] ""kebersamaan pemimpin depok dengan robot prabowo – jokowi (wowi)"" ""kebersamaan pemimpin depok dengan robot prabowo – jokowi (wowi)"""
3165,"""Kejadian Tadi Siang Jam 13:00 di Embong Malang Sby""",['https://cekfakta.com/focus/116#197e1a21daa01e6fe19bd085d991d058'],"[DISINFORMASI] ""Kejadian Tadi Siang Jam 13:00 di Embong Malang Sby""","[disinformasi] ""kejadian tadi siang jam 13:00 di embong malang sby"" ""kejadian tadi siang jam 13:00 di embong malang sby"""
3169,"""Kena Gangguan Jiwa Karena Terlalu Banyak Ikut Les""",['https://cekfakta.com/focus/329#30e381ae06bf85c08dbbb3fd004d9575'],"[HOAKS] ""Kena Gangguan Jiwa Karena Terlalu Banyak Ikut Les""","[hoaks] ""kena gangguan jiwa karena terlalu banyak ikut les"" ""kena gangguan jiwa karena terlalu banyak ikut les"""
3178,"""Koh Napi Mendapat Perlakuan Istimewa""",['https://cekfakta.com/focus/197#98aa55233c49f1e0e36e924bad6f7632'],"[DISINFORMASI] ""Koh Napi Mendapat Perlakuan Istimewa""","[disinformasi] ""koh napi mendapat perlakuan istimewa"" ""koh napi mendapat perlakuan istimewa"""
3181,"""Korban Radiasi HP""",['https://cekfakta.com/focus/275#7e1c351196fb6d2647027488fbce50e5'],"[DISINFORMASI] ""Korban Radiasi HP""","[disinformasi] ""korban radiasi hp"" ""korban radiasi hp"""
3394,"""Makin Parah Pesawat Kepresidenan Dijual?""",['https://cekfakta.com/focus/308#6db781033f2da8434e2d449960cf4097'],"[DISINFORMASI] ""Makin Parah Pesawat Kepresidenan Dijual?""","[disinformasi] ""makin parah pesawat kepresidenan dijual?"" ""makin parah pesawat kepresidenan dijual?"""
3407,"""Mana Suara Para Pejuang Anti Diskriminasi di Indonesia?""",['https://cekfakta.com/focus/115#18fb4d5ce07fb0692f2ae3bb791efbc9'],"[DISINFORMASI] ""Mana Suara Para Pejuang Anti Diskriminasi di Indonesia?""","[disinformasi] ""mana suara para pejuang anti diskriminasi di indonesia?"" ""mana suara para pejuang anti diskriminasi di indonesia?"""
3408,"""Mana cangkem2 yg suka tereak2 Saya Indonesia Saya Pancasila ?""",['https://cekfakta.com/focus/384#576e7f10dc281f335cda889a4a355870'],"[DISINFORMASI] ""Mana cangkem2 yg suka tereak2 Saya Indonesia Saya Pancasila ?""","[disinformasi] ""mana cangkem2 yg suka tereak2 saya indonesia saya pancasila ?"" ""mana cangkem2 yg suka tereak2 saya indonesia saya pancasila ?"""
3410,"""Mandi di 3 Waktu Ini Bisa Sebabkan Kematian Mendadak""",['https://cekfakta.com/focus/167#6cd79840e1e6c2ca2f8db8c2ff335c2c'],"[HOAKS] ""Mandi di 3 Waktu Ini Bisa Sebabkan Kematian Mendadak""","[hoaks] ""mandi di 3 waktu ini bisa sebabkan kematian mendadak"" ""mandi di 3 waktu ini bisa sebabkan kematian mendadak"""
3443,"""Mari kita lihat siapa di balik Prabowo - Sandiaga Uno""",['https://cekfakta.com/focus/345#15ab9e2a97293835b6466b113b5bc554'],"[DISINFORMASI] ""Mari kita lihat siapa di balik Prabowo - Sandiaga Uno""","[disinformasi] ""mari kita lihat siapa di balik prabowo - sandiaga uno"" ""mari kita lihat siapa di balik prabowo - sandiaga uno"""
3459,"""Masih Mau Bilang Serbuan Aseng China Komunis Adalah Hoax?""",['https://cekfakta.com/focus/113#c570559891b165ab75ce04ddb2a1e41e'],"[DISINFORMASI] ""Masih Mau Bilang Serbuan Aseng China Komunis Adalah Hoax?""","[disinformasi] ""masih mau bilang serbuan aseng china komunis adalah hoax?"" ""masih mau bilang serbuan aseng china komunis adalah hoax?"""
3497,"""Meninggal Saat Menggunakan Handphone Sambil di Cas""",['https://cekfakta.com/focus/159#eb87868b228f861f2d5b155bf267a647'],"[DISINFORMASI] ""Meninggal Saat Menggunakan Handphone Sambil di Cas""","[disinformasi] ""meninggal saat menggunakan handphone sambil di cas"" ""meninggal saat menggunakan handphone sambil di cas"""
3504,"""Mereka Tak Pernah Bosan-bosan Untuk Terus Membuat Berita Dusta Seperti Ini""",['https://cekfakta.com/focus/133#098f6fa7b0d864a9b63502cd730ab978'],"[DISINFORMASI] ""Mereka Tak Pernah Bosan-bosan Untuk Terus Membuat Berita Dusta Seperti Ini""","[disinformasi] ""mereka tak pernah bosan-bosan untuk terus membuat berita dusta seperti ini"" ""mereka tak pernah bosan-bosan untuk terus membuat berita dusta seperti ini"""
3542,"""Mike Pompeo tidak temui Jokowi tanda kuat bakal wasalam""",['https://cekfakta.com/focus/346#9d1962b7a09332cc9a2b46a88f56cf15'],"[DISINFORMASI] ""Mike Pompeo tidak temui Jokowi tanda kuat bakal wasalam""","[disinformasi] ""mike pompeo tidak temui jokowi tanda kuat bakal wasalam"" ""mike pompeo tidak temui jokowi tanda kuat bakal wasalam"""
3558,"""Mobil Mba Neno Dibakar""",['https://cekfakta.com/focus/274#e6516c985342cdd04cf07064ae9e75f3'],"[DISINFORMASI] ""Mobil Mba Neno Dibakar""","[disinformasi] ""mobil mba neno dibakar"" ""mobil mba neno dibakar"""
3946,"""Novotel Semarang Adalah Saksi Bisu Permainan **** Sudirman Said & Ida Fauziyah""",['https://cekfakta.com/focus/162#9bf46bc8cdd90357c1efda68e075ceb2'],"[HOAKS] ""Novotel Semarang Adalah Saksi Bisu Permainan **** Sudirman Said & Ida Fauziyah""","[hoaks] ""novotel semarang adalah saksi bisu permainan **** sudirman said & ida fauziyah"" ""novotel semarang adalah saksi bisu permainan **** sudirman said & ida fauziyah"""
4382,"""PDIP KAMPANYEKAN MAKAN BABI Mau dibawa kemana NKRI?""",['https://cekfakta.com/focus/319#59b03c405c0703691cad9c3c35e9f839'],"[DISINFORMASI] ""PDIP KAMPANYEKAN MAKAN BABI Mau dibawa kemana NKRI?""","[disinformasi] ""pdip kampanyekan makan babi mau dibawa kemana nkri?"" ""pdip kampanyekan makan babi mau dibawa kemana nkri?"""
4387,"""PKI DAN CINA SDH SIAP MERAMPAS INDONESIA""",['https://cekfakta.com/focus/4#42bf7fc59009a4e3f8bf7aede8c49151'],"[HOAX] ""PKI DAN CINA SDH SIAP MERAMPAS INDONESIA""","[hoax] ""pki dan cina sdh siap merampas indonesia"" ""pki dan cina sdh siap merampas indonesia"""
4389,"""PT. Dirgantara Indonesia Tak Dijual ke Pihak Asing""",['https://cekfakta.com/focus/61#01dedcece15cbaa27f74efcc36a038d2'],"[KLARIFIKASI] ""PT. Dirgantara Indonesia Tak Dijual ke Pihak Asing""","[klarifikasi] ""pt. dirgantara indonesia tak dijual ke pihak asing"" ""pt. dirgantara indonesia tak dijual ke pihak asing"""
4400,"""Papua Hari Ini 25 Juli 2018 Banyak Polisi Gugur""",['https://cekfakta.com/focus/296#2fb82c82f3a3a40a944f8aed774b4a8c'],"[DISINFORMASI] ""Papua Hari Ini 25 Juli 2018 Banyak Polisi Gugur""","[disinformasi] ""papua hari ini 25 juli 2018 banyak polisi gugur"" ""papua hari ini 25 juli 2018 banyak polisi gugur"""
4420,"""Pare Tidak Serta-merta Bisa Menyembuhkan Kanker""",['https://cekfakta.com/focus/310#e833f9a92633abda03c4d8686af822ab'],"[KLARIFIKASI] ""Pare Tidak Serta-merta Bisa Menyembuhkan Kanker""","[klarifikasi] ""pare tidak serta-merta bisa menyembuhkan kanker"" ""pare tidak serta-merta bisa menyembuhkan kanker"""
4438,"""Pedagang Aset""",['https://cekfakta.com/focus/289#577ff3e7efbb7a316a4e3e0c0e234cf8'],"[DISINFORMASI] ""Pedagang Aset""","[disinformasi] ""pedagang aset"" ""pedagang aset"""
4450,"""Pemberitahuan pemenang undian bank BRI""",['https://cekfakta.com/focus/333#eee612764845370871d8f53a26a46d23'],"[PENIPUAN] ""Pemberitahuan pemenang undian bank BRI""","[penipuan] ""pemberitahuan pemenang undian bank bri"" ""pemberitahuan pemenang undian bank bri"""
4452,"""Pengakuan Jusuf Kalla perjuangan moral Jokowi""",['https://cekfakta.com/focus/343#c931276d125e46268425762a6821c233'],"[DISINFORMASI] ""Pengakuan Jusuf Kalla perjuangan moral Jokowi""","[disinformasi] ""pengakuan jusuf kalla perjuangan moral jokowi"" ""pengakuan jusuf kalla perjuangan moral jokowi"""
4481,"""Perkataan Putri Raja Arab ""Menampar"" Keras Rizieq Shihab dan Ulama Radikal""",['https://cekfakta.com/focus/118#afbe128786dc37582e2326285823c46e'],"[HOAKS] ""Perkataan Putri Raja Arab ""Menampar"" Keras Rizieq Shihab dan Ulama Radikal""","[hoaks] ""perkataan putri raja arab ""menampar"" keras rizieq shihab dan ulama radikal"" ""perkataan putri raja arab ""menampar"" keras rizieq shihab dan ulama radikal"""
4499,"""Pihak AS Akan Gelontorkan Dana 2 Triliun ke Pimpinan NU Untuk Menangkal Terorisme""",['https://cekfakta.com/focus/110#fe6c30531449d38aeb1e33742c32257f'],"[HOAKS] ""Pihak AS Akan Gelontorkan Dana 2 Triliun ke Pimpinan NU Untuk Menangkal Terorisme""","[hoaks] ""pihak as akan gelontorkan dana 2 triliun ke pimpinan nu untuk menangkal terorisme"" ""pihak as akan gelontorkan dana 2 triliun ke pimpinan nu untuk menangkal terorisme"""
4521,"""Polisi Desersi Menjebak Penghuni Rumah dengan Narkotika""",['https://cekfakta.com/focus/193#e45fadf5b47792f148b27c54402a3ab4'],"[HOAKS] ""Polisi Desersi Menjebak Penghuni Rumah dengan Narkotika""","[hoaks] ""polisi desersi menjebak penghuni rumah dengan narkotika"" ""polisi desersi menjebak penghuni rumah dengan narkotika"""
