fact_check_id,claim,instances,title,full_text
2225,"""Hochs"" und ""Tiefs"" sind beim Klima ganz normal und nicht bedingt durch menschlichen Einfluss.","['https://www.br.de/nachrichten/wissen/faktenfuchs-kommt-eine-neue-kleine-eiszeit,RbIEU9y#adc25b8867afe719408ec063ac273f02']","#Faktenfuchs: Kommt eine neue ""Kleine Eiszeit""?","passage: #faktenfuchs: kommt eine neue ""kleine eiszeit""?[sep]""hochs"" und ""tiefs"" sind beim klima ganz normal und nicht bedingt durch menschlichen einfluss."
2562,"""Ich habe am Montag mit einem Virologen aus München, LMU, gesprochen.""","['https://www.br.de/nachrichten/wissen/whatsapp-sprachnachricht-verbreitet-fakes-zu-corona-impfstoffen,S3Tkell#557345a2be325206e72178576230fe71']",WhatsApp-Sprachnachricht verbreitet Fakes zu Corona-Impfstoffen,"passage: whatsapp-sprachnachricht verbreitet fakes zu corona-impfstoffen[sep]""ich habe am montag mit einem virologen aus münchen, lmu, gesprochen."""
2881,"""Ist das nicht eine Verschwörungstheorie?"" [Der Umstand, dass wir die Herdenimmunität nicht erreichen]","['https://www.br.de/nachrichten/wissen/herdenimmunitaet-ist-kaum-zu-erreichen,ShCIzZT#f860d893132fd4717e0b799fddbbec49']",#Faktenfuchs: Herdenimmunität ist kaum zu erreichen,"passage: #faktenfuchs: herdenimmunität ist kaum zu erreichen[sep]""ist das nicht eine verschwörungstheorie?"" [der umstand, dass wir die herdenimmunität nicht erreichen]"
3405,"""Man kann nicht gegen Corona impfen"", da das Virus aufgrund seiner Struktur in jedem Körper anders wirkt","['https://www.br.de/nachrichten/wissen/whatsapp-sprachnachricht-verbreitet-fakes-zu-corona-impfstoffen,S3Tkell#a4f16597d1dccb7f7c064587527fd99d']",WhatsApp-Sprachnachricht verbreitet Fakes zu Corona-Impfstoffen,"passage: whatsapp-sprachnachricht verbreitet fakes zu corona-impfstoffen[sep]""man kann nicht gegen corona impfen"", da das virus aufgrund seiner struktur in jedem körper anders wirkt"
3828,"""Nicht CO2, sondern Windräder"" würden die Temperaturen erhöhen, wird in einem über soziale Medien verbreiteten Beitrag behauptet (https://perma.cc/63GR-LS3G). Als Grundlage dieser These wird eine Studie der Universität Harvard über Windkraftanlagen angeführt. Daraus wird in dem Beitrag ""als Fazit"" abgeleitet, dass der Temperaturanstieg durch den Ausbau der Windenergie hervorgerufen wurde, ""nicht aufgrund des CO2"" (Kohlenstoffdioxid).",['https://www.presseportal.de/pm/133833/4503752#8ee913417b9aedf95e505e105966f1af'],Harvard-Studie über Windkraftanlagen geht von Treibhauseffekt aus,"passage: harvard-studie über windkraftanlagen geht von treibhauseffekt aus[sep]""nicht co2, sondern windräder"" würden die temperaturen erhöhen, wird in einem über soziale medien verbreiteten beitrag behauptet (https://perma.cc/63gr-ls3g). als grundlage dieser these wird eine studie der universität harvard über windkraftanlagen angeführt. daraus wird in dem beitrag ""als fazit"" abgeleitet, dass der temperaturanstieg durch den ausbau der windenergie hervorgerufen wurde, ""nicht aufgrund des co2"" (kohlenstoffdioxid)."
3969,"""Nur gute Nachrichten und positive News"" verspricht das Schweizer Internetportal ""HappyTimes"" und verkündet eine vermeintlich erfreuliche Neuigkeit vom Jakobshavn-Gletscher: ""Grönlands grösster Gletscher wächst plötzlich"". Auch die Eisfläche des Südpols habe deutlich zugenommen. Die Forscher der US-Weltraumbehörde Nasa hätten sich geirrt.",['https://www.presseportal.de/pm/133833/4504639#9738876f28bf88c98729f196afa7f452'],Nasa-Forscher geben keine Entwarnung für den Jakobshavn-Gletscher,"passage: nasa-forscher geben keine entwarnung für den jakobshavn-gletscher[sep]""nur gute nachrichten und positive news"" verspricht das schweizer internetportal ""happytimes"" und verkündet eine vermeintlich erfreuliche neuigkeit vom jakobshavn-gletscher: ""grönlands grösster gletscher wächst plötzlich"". auch die eisfläche des südpols habe deutlich zugenommen. die forscher der us-weltraumbehörde nasa hätten sich geirrt."
5127,"""Spiegel"" berichtete über diese Kündigung eines intoleranten Busfahrers",['https://faktencheck.afp.com/doc.afp.com.32AK4A7#9e10e0e8a538ade72206d29a3f5852fa'],"Dieser ""Spiegel""-Artikel über die Kündigung eines Hamburger Busfahrers ist gefälscht","passage: dieser ""spiegel""-artikel über die kündigung eines hamburger busfahrers ist gefälscht[sep]""spiegel"" berichtete über diese kündigung eines intoleranten busfahrers"
6241,"""US-Behörde: Statt 161.000 Todesfällen sind in den USA tatsächlich nur 9.600 an Covid-19 gestorben. (...) Nun wird offengelegt, wieviele Patienten tatsächlich an Covid-19 verstorben sind. Dies geschah jedoch still und heimlich (...)""","['https://www.br.de/nachrichten/deutschland-welt/faktenfuchs-us-corona-todeszahlen-nicht-heimlich-korrigiert,SAAyIrF#b7fb02d17523e8fc8571d6f471b8014a']","#Faktenfuchs: US-Corona-Todeszahlen nicht ""heimlich korrigiert""","passage: #faktenfuchs: us-corona-todeszahlen nicht ""heimlich korrigiert""[sep]""us-behörde: statt 161.000 todesfällen sind in den usa tatsächlich nur 9.600 an covid-19 gestorben. (...) nun wird offengelegt, wieviele patienten tatsächlich an covid-19 verstorben sind. dies geschah jedoch still und heimlich (...)"""
6451,"""Water Challenge"" oder ""Water Fasting"" schwemmt Giftstoffe aus, man hat mehr Energie und man fühlt sich frei. Es führt zu drastischen Gewichtsverlusten.","['https://www.br.de/nachrichten/netzwelt/faktenfuchs-water-challenge-neuer-name-alte-risiken,S48lwMg#dab9b7b3f4ec6b46759f76eb528f4a0c']","#Faktenfuchs: Water Challenge - neuer Name, alte Risiken","passage: #faktenfuchs: water challenge - neuer name, alte risiken[sep]""water challenge"" oder ""water fasting"" schwemmt giftstoffe aus, man hat mehr energie und man fühlt sich frei. es führt zu drastischen gewichtsverlusten."
6985,"""Wir haben Wälder, in denen dürre Bäume herumstehen und vor sich hingammeln sowie CO2 freisetzen. Diese Bäume gehören verheizt, damit wir Energie erzeugen können, anstatt Öl zu verheizen.""","['https://www.br.de/nachrichten/bayern/fuers-klima-mit-holz-heizen-aiwangers-tipp-im-faktencheck,Rj81muu#e015d5cc45202dd9e509d1e81836d47b']",Fürs Klima mit Holz heizen? Aiwangers Tipp im Faktencheck,"passage: fürs klima mit holz heizen? aiwangers tipp im faktencheck[sep]""wir haben wälder, in denen dürre bäume herumstehen und vor sich hingammeln sowie co2 freisetzen. diese bäume gehören verheizt, damit wir energie erzeugen können, anstatt öl zu verheizen."""
7121,"""ZEIT"" habe das Ergebnis der Präsidentschaftswahl in Frankreich schon 4 Stunden vor der Wahl gekannt, dies belege ein Screenshot einer Google-Suche 20 Minuten nach Schluss der Wahllokale, in dem ZEIT scheinbar 4 Stunden vorher Macrons Wahlsieg verkündete.",['https://www.volksverpetzer.de/analyse/faktencheck-hochrechnungen-frankreich-wahl/#bb6ad5a7d8b91354677f78766e95610c'],Faktencheck: Hochrechnungen zur Frankreich-Wahl kamen nach 20 Uhr!,"passage: faktencheck: hochrechnungen zur frankreich-wahl kamen nach 20 uhr![sep]""zeit"" habe das ergebnis der präsidentschaftswahl in frankreich schon 4 stunden vor der wahl gekannt, dies belege ein screenshot einer google-suche 20 minuten nach schluss der wahllokale, in dem zeit scheinbar 4 stunden vorher macrons wahlsieg verkündete."
7707,#facebookdown/ #internetdown war ein Zeichen für den Weltuntergang,"['https://www.br.de/nachrichten/deutschland-welt/verschwoerungsglaeubige-und-die-sehnsucht-nach-dem-weltuntergang,Sl9OX3O#2878a8f302b2622d10e1a9d0e678820c']","Verschwörungsgläubige und die Sehnsucht nach dem ""Weltuntergang""","passage: verschwörungsgläubige und die sehnsucht nach dem ""weltuntergang""[sep]#facebookdown/ #internetdown war ein zeichen für den weltuntergang"
8278,(Falsch-) positive Testergebnisse unter Schülern lassen die Corona-Infektionszahlen in Deutschland steigen.,['https://dpa-factchecking.com/germany/210421-99-288491#877e2e7b6d4d185ccc55c1bc6d1c7419'],"Corona-Zahlen beziehen sich auf PCR-Tests, nicht auf Schnelltests","passage: corona-zahlen beziehen sich auf pcr-tests, nicht auf schnelltests[sep](falsch-) positive testergebnisse unter schülern lassen die corona-infektionszahlen in deutschland steigen."
8522,"+++ Hallo Frau Merkel, +++ komme ich Ihnen bekannt vor? Kennen Sie mich? Nicht? Ich weiß. Woher auch wollen Sie mich kennen. Ausgerechnet mich. Ich bin die 15-jährige Iulia.",['https://correctiv.org/faktencheck/gesellschaft/2019/01/31/frauenmord-in-viersen-kein-zusammenhang-mit-fluechtlingen/#e89cfc78a23d484bffb9fe504add2b42'],Frauenmord in Viersen – kein Zusammenhang mit Flüchtlingen,"passage: frauenmord in viersen – kein zusammenhang mit flüchtlingen[sep]+++ hallo frau merkel, +++ komme ich ihnen bekannt vor? kennen sie mich? nicht? ich weiß. woher auch wollen sie mich kennen. ausgerechnet mich. ich bin die 15-jährige iulia."
8664,"1,3 Millionen Menschen sind in Frankreich auf den Straßen und demonstrieren! Unsere Presse weiß davon nichts“",['https://correctiv.org/faktencheck/gesellschaft/2018/11/22/doch-deutsche-medien-berichteten-ueber-franzoesische-protestbewegung/#b04bd76fb1a09420a9850f3723b14fad'],"Doch, Deutsche Medien berichteten über französische Protestbewegung","passage: doch, deutsche medien berichteten über französische protestbewegung[sep]1,3 millionen menschen sind in frankreich auf den straßen und demonstrieren! unsere presse weiß davon nichts“"
8666,"1,4 Millionen warten auf ihr Ticket nach Deutschland!",['https://www1.wdr.de/nachrichten/europawahl/wahlwatch/faktencheck-afd-flucht-asyl-neustart-im-team-100.html#8aef67f5f3f94b197c4966eff1c82fb1'],"Kommen über ein UN-Programm 1,4 Millionen Flüchtlinge nach Deutschland?","passage: kommen über ein un-programm 1,4 millionen flüchtlinge nach deutschland?[sep]1,4 millionen warten auf ihr ticket nach deutschland!"
8674,"1,8 Millionen Zuwanderer würden Anfang April 100 Prozent Sozialleistungen bekommen, ""wie jeden Monat"" - ein Post bei Facebook stellt diese Behauptung einer weiteren gegenüber: ""Deutsche Angestellte"" bekämen dagegen nur noch 60 Prozent von ihrem Lohn",['https://www.presseportal.de/pm/133833/4563770#f1d6f98b5bcb4b7e39208466c372032a'],Pauschalisierte Aussagen über Zuwanderer und Kurzarbeitergeld sind nicht vergleichbar,"passage: pauschalisierte aussagen über zuwanderer und kurzarbeitergeld sind nicht vergleichbar[sep]1,8 millionen zuwanderer würden anfang april 100 prozent sozialleistungen bekommen, ""wie jeden monat"" - ein post bei facebook stellt diese behauptung einer weiteren gegenüber: ""deutsche angestellte"" bekämen dagegen nur noch 60 prozent von ihrem lohn"
8680,1. Annalena Baerbock ist Teil der Verschwörung zum Great Reset. 2. Annalena Baerbock hat in jungen Jahren Geld mit Nacktfotos verdient.,"['https://www.br.de/nachrichten/deutschland-welt/sind-politikerinnen-staerker-von-desinformation-betroffen,SY2l7KQ#3647efb108a3049c8812196624d153f3']",Sind Politikerinnen stärker von Desinformation betroffen?,passage: sind politikerinnen stärker von desinformation betroffen?[sep]1. annalena baerbock ist teil der verschwörung zum great reset. 2. annalena baerbock hat in jungen jahren geld mit nacktfotos verdient.
8688,1.000 Anzeigen gegen Angela Merkel wegen Immunität oder korrupten Gerichten zurückgewiesen.,['https://correctiv.org/fakten-check/2018/12/17/ja-seit-2015-hat-die-bundesanwaltschaft-mehr-als-1000-strafanzeigen-gegen-angela-merkel-abgewiesen/#2c2b30b5727d8f96c9432e872e3282d1'],"Ja, seit 2015 hat die Bundesanwaltschaft mehr als 1000 Strafanzeigen gegen Angela Merkel abgewiesen","passage: ja, seit 2015 hat die bundesanwaltschaft mehr als 1000 strafanzeigen gegen angela merkel abgewiesen[sep]1.000 anzeigen gegen angela merkel wegen immunität oder korrupten gerichten zurückgewiesen."
8697,1.500 Problemviertel - Frankreichs Macron gibt auf: Bürger sollen Probleme selbst lösen,['https://correctiv.org/faktencheck/2018/06/13/was-macron-fuer-die-franzoesischen-banlieues-moechte/#c041a1efda0ec8832b77ff958c18bac3'],Was Macron für die französischen Banlieues möchte,passage: was macron für die französischen banlieues möchte[sep]1.500 problemviertel - frankreichs macron gibt auf: bürger sollen probleme selbst lösen
8760,100 Jahre altes Video zeigt Chemtrails.,['https://www.stern.de/digital/webvideo/fake-or-no-fake/faktencheck--video-soll-angeblich-chemtrails-zeigen-30514924.html#afa101e5dfc430bde0fd8c4c45c96629'],Faktencheck: Video soll angeblich Chemtrails zeigen,passage: faktencheck: video soll angeblich chemtrails zeigen[sep]100 jahre altes video zeigt chemtrails.
8767,"100 schwarze und 100 rote Ameisen würden friedlich in einem Glas zusammen leben, bis jemand das Glas schüttelt.",['https://correctiv.org/faktencheck/2021/11/25/anekdote-ueber-ameisen-die-sich-in-geschuetteltem-glas-angreifen-ist-laut-experten-unsinn/#dc8285ab792d2d9878dccaed3f9b272a'],"Anekdote über Ameisen, die sich in geschütteltem Glas angreifen, ist laut Experten „Unsinn“","passage: anekdote über ameisen, die sich in geschütteltem glas angreifen, ist laut experten „unsinn“[sep]100 schwarze und 100 rote ameisen würden friedlich in einem glas zusammen leben, bis jemand das glas schüttelt."
8803,101-jährige gebiert Kind.,['https://correctiv.org/fakten-check/2018/12/18/nein-die-101-jaehrige-gebar-kein-kind-das-ist-ihre-ur-enkelin/#16eefb965dbc1ae635202c4e42fa08f8'],"Nein, die 101-jährige gebar kein Kind – das ist ihre Ur-Enkelin","passage: nein, die 101-jährige gebar kein kind – das ist ihre ur-enkelin[sep]101-jährige gebiert kind."
8895,"12,6 Prozent Fehlgeburten in NEJM-Studie sind ""erschreckendes Ergebnis"".",['https://dpa-factchecking.com/austria/210709-99-325298#6b8735af834e593bb4ddde26dd4d83ef'],"12,6 Prozent Fehlgeburten bei Studie kein «erschreckendes Ergebnis»","passage: 12,6 prozent fehlgeburten bei studie kein «erschreckendes ergebnis»[sep]12,6 prozent fehlgeburten in nejm-studie sind ""erschreckendes ergebnis""."
8938,"13-Jähriger in Ostfriesland stirbt, weil er einen Mund-Nasen-Schutz trug",['https://correctiv.org/faktencheck/2020/10/08/nein-ein-13-jaehriger-aus-ostfriesland-ist-nicht-wegen-eines-mund-nasen-schutzes-gestorben/#fd622084aa2aa70eb3b1241760453211'],"Nein, ein 13-Jähriger aus Ostfriesland ist nicht wegen eines Mund-Nasen-Schutzes gestorben","passage: nein, ein 13-jähriger aus ostfriesland ist nicht wegen eines mund-nasen-schutzes gestorben[sep]13-jähriger in ostfriesland stirbt, weil er einen mund-nasen-schutz trug"
8946,130 Millionen Tote: ZDF rottet zwei Fünftel der USA aus,['https://correctiv.org/faktencheck/2020/07/14/nein-das-heute-journal-hat-einen-versprecher-ueber-130-millionen-corona-tote-in-den-usa-nicht-unkorrigiert-gelassen/#922e59cc9d5a1becaed09bc7ad789760'],"Nein, das „Heute Journal“ hat einen Versprecher über 130 Millionen Corona-Tote in den USA nicht unkorrigiert gelassen","passage: nein, das „heute journal“ hat einen versprecher über 130 millionen corona-tote in den usa nicht unkorrigiert gelassen[sep]130 millionen tote: zdf rottet zwei fünftel der usa aus"
8964,14 Container mit Waffen für muslimische Einwanderer,['https://correctiv.org/faktencheck/migration/2019/09/09/keine-waffen-fuer-muslimische-einwanderer-container-waren-auf-dem-weg-nach-libyen/#d6678ca6a3760af6908be93bf0fcb8d5'],Keine Waffen für „muslimische Einwanderer“: Container waren auf dem Weg nach Libyen,passage: keine waffen für „muslimische einwanderer“: container waren auf dem weg nach libyen[sep]14 container mit waffen für muslimische einwanderer
8966,"14 Monate altes Löwenbaby bekommt Krallen gezogen, damit Zoobesucher mit ihr spielen können",['https://correctiv.org/faktencheck/gesellschaft/2019/12/05/ja-in-einem-zoo-in-gaza-wurden-anfang-2019-einer-jungen-loewin-die-krallen-entfernt/#1b40468b8f2d9c042f14185fe2f40015'],"Ja, in einem Zoo in Gaza wurden Anfang 2019 einer jungen Löwin die Krallen entfernt","passage: ja, in einem zoo in gaza wurden anfang 2019 einer jungen löwin die krallen entfernt[sep]14 monate altes löwenbaby bekommt krallen gezogen, damit zoobesucher mit ihr spielen können"
8968,14 Todesfälle in 24 Stunden auf einer Intensivstation,['https://faktencheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9NR79L-1#a2aa965eb7b62763778df1ab03196329'],"Nein, es gibt keine Belege für 14 Impfkomplikationen mit Todesfolge auf einer deutschen Intensivstation","passage: nein, es gibt keine belege für 14 impfkomplikationen mit todesfolge auf einer deutschen intensivstation[sep]14 todesfälle in 24 stunden auf einer intensivstation"
9010,15 Anhänger der Identitären Bewegung wurden am 25. November in Paris wegen Waffenbesitzes festgenommen.,['https://correctiv.org/faktencheck/2017/11/29/wie-spiegel-online-und-der-standard-wegen-eines-uebersetzungsfehlers-einer-nachrichtenagentur-falschmeldungen-verbreiteten/#cf05274814a5eb13eb97b418b416c6dc'],Wie Spiegel Online und Der Standard wegen eines Übersetzungsfehlers einer Nachrichtenagentur Falschmeldungen verbreiteten,passage: wie spiegel online und der standard wegen eines übersetzungsfehlers einer nachrichtenagentur falschmeldungen verbreiteten[sep]15 anhänger der identitären bewegung wurden am 25. november in paris wegen waffenbesitzes festgenommen.
